NUM_OF_BEDROOMS,NUM_OF_BATHROOMS,LIVING_AREA_sqft,LOT_AREA_sqft,FLOORS,WATER FRONT,VIEW_RATING,CONDITION_RATING,ABOVE_BASEMENT_sqft,BASEMENT_sqft,YEAR_BUILT,YEAR_RENOVATED,PRICE,CITY,ZIP,TOTAL_HOUSE_AREA_sqft
5.0,2.0,3000,6000,1.0,0.0,0.0,5.0,1500,1500,1958,0,380000.0,Seattle,98178,3000
4.0,3.0,2140,13000,1.0,0.0,0.0,3.0,1320,820,1968,1997,409500.0,Kenmore,98028,2140
3.0,2.0,1760,6428,1.0,0.0,0.0,4.0,980,780,1942,1982,690000.0,Seattle,98199,1760
3.0,2.0,1660,8307,1.0,0.0,0.0,4.0,1660,0,1961,2001,405000.0,Shoreline,98133,1660
3.0,2.0,1830,13042,2.0,0.0,0.0,3.0,1830,0,1990,2009,375000.0,MapleValley,98038,1830
4.0,2.0,2210,8556,1.0,0.0,1.0,4.0,1210,1000,1954,1979,794154.0,Seattle,98199,2210
4.0,1.0,1490,6600,1.0,0.0,0.0,3.0,1490,0,1969,2010,185000.0,Burien,98168,1490
3.0,2.0,1260,1270,2.0,0.0,0.0,3.0,1040,220,2005,0,245000.0,Seattle,98133,1260
4.0,4.0,3900,8391,2.0,0.0,0.0,3.0,3900,0,2006,0,1040000.0,Kirkland,98033,3900
2.0,2.0,1150,1027,3.0,0.0,0.0,3.0,1150,0,2008,0,425000.0,Seattle,98103,1150
5.0,3.0,2410,5003,1.0,0.0,0.0,3.0,1410,1000,2008,0,365000.0,Seattle,98118,2410
3.0,2.0,1606,1452,3.0,0.0,0.0,3.0,1606,0,2009,0,417250.0,Seattle,98125,1606
2.0,1.0,820,681,3.0,0.0,0.0,3.0,820,0,2006,0,339950.0,Seattle,98103,820
2.0,1.0,1540,6872,1.0,0.0,0.0,4.0,820,720,1946,1989,615000.0,Seattle,98119,1540
5.0,2.0,3160,11470,1.0,0.0,0.0,4.0,1780,1380,1971,0,980000.0,MercerIsland,98040,3160
4.0,2.0,1730,8320,1.0,0.0,0.0,3.0,1230,500,1977,2004,258000.0,FederalWay,98023,1730
3.0,1.0,1670,4080,1.0,0.0,0.0,3.0,1170,500,1967,2011,533000.0,Seattle,98115,1670
4.0,2.0,2550,4630,2.0,0.0,0.0,3.0,2550,0,2005,0,537500.0,Sammamish,98075,2550
5.0,3.0,3040,9601,1.0,0.0,0.0,5.0,1970,1070,1968,0,830000.0,MercerIsland,98040,3040
4.0,2.0,2020,6236,2.0,0.0,0.0,3.0,2020,0,2002,0,262000.0,Algona,98001,2020
4.0,2.0,2660,5500,2.0,0.0,2.0,3.0,2660,0,2003,0,753888.0,Issaquah,98029,2660
2.0,2.0,980,5000,2.0,0.0,0.0,3.0,980,0,1922,2003,134000.0,Skykomish,98288,980
3.0,2.0,1960,8000,1.0,0.0,0.0,4.0,1290,670,1977,0,402000.0,Kirkland,98034,1960
2.0,1.0,720,5040,1.0,0.0,0.0,3.0,720,0,1955,2005,205000.0,Seattle,98106,720
2.0,2.0,1360,1349,2.0,0.0,0.0,3.0,1050,310,1997,0,553650.0,Seattle,98112,1360
2.0,2.0,1870,4950,1.0,0.0,0.0,3.0,1870,0,2006,0,559950.0,Redmond,98053,1870
4.0,2.0,2130,8800,1.0,0.0,0.0,3.0,1100,1030,1962,2003,260000.0,Kent,98032,2130
4.0,2.0,1810,6509,2.0,0.0,0.0,3.0,1810,0,1994,0,270000.0,Kent,98042,1810
3.0,2.0,1690,4500,1.5,0.0,1.0,4.0,1690,0,1928,0,719000.0,Seattle,98116,1690
3.0,2.0,1940,8547,1.0,0.0,0.0,3.0,1460,480,1989,0,266000.0,Kent,98030,1940
4.0,1.0,3410,5000,2.0,0.0,0.0,5.0,2190,1220,1910,0,1039000.0,Seattle,98144,3410
3.0,2.0,1390,7399,1.0,0.0,0.0,4.0,1390,0,1975,0,246000.0,Kent,98031,1390
2.0,1.0,1060,4960,1.0,0.0,0.0,3.0,1060,0,1926,2003,515000.0,Seattle,98103,1060
3.0,1.0,1490,8995,1.0,0.0,0.0,4.0,1490,0,1954,1979,207000.0,Seattle,98168,1490
4.0,2.0,2480,9195,1.0,0.0,0.0,3.0,1390,1090,1950,2005,780000.0,Bellevue,98004,2480
3.0,2.0,1920,7229,2.0,0.0,0.0,3.0,1920,0,1993,0,295000.0,FederalWay,98003,1920
3.0,2.0,1890,9920,1.0,0.0,0.0,3.0,1230,660,1944,0,385000.0,Seattle,98125,1890
4.0,2.0,2250,13515,1.0,0.0,0.0,4.0,2150,100,1940,2001,350000.0,Kent,98030,2250
2.0,1.0,1270,3008,1.0,0.0,0.0,4.0,650,620,1923,0,235000.0,Seattle,98118,1270
2.0,2.0,960,1808,2.0,0.0,0.0,3.0,960,0,1993,0,358000.0,Seattle,98122,960
4.0,2.0,3290,6465,2.0,0.0,0.0,3.0,3290,0,2002,0,716500.0,Sammamish,98075,3290
4.0,2.0,2000,6120,1.0,0.0,0.0,3.0,1100,900,1965,1993,228000.0,Seattle,98178,2000
2.0,1.0,1020,8155,1.0,0.0,0.0,4.0,1020,0,1948,0,405000.0,Seattle,98177,1020
4.0,2.0,1840,9600,1.0,0.0,0.0,3.0,1220,620,1967,2011,538000.0,Redmond,98052,1840
3.0,2.0,1980,6760,1.0,0.0,0.0,4.0,1980,0,1973,0,530000.0,Bellevue,98008,1980
2.0,2.0,1230,3600,1.5,0.0,0.0,5.0,1230,0,1925,0,636000.0,Seattle,98119,1230
3.0,2.0,2920,3942,3.0,0.0,0.0,3.0,2920,0,2008,0,868500.0,Renton,98056,2920
4.0,3.0,2280,2850,1.5,0.0,0.0,4.0,1540,740,1930,0,530000.0,Seattle,98115,2280
3.0,2.0,950,6000,1.0,0.0,0.0,3.0,790,160,1939,1969,230000.0,Seattle,98108,950
3.0,2.0,1190,3000,2.0,0.0,0.0,3.0,1190,0,2002,0,229000.0,Tukwila,98178,1190
3.0,2.0,1310,9282,1.0,0.0,0.0,4.0,1310,0,1976,1992,437000.0,Redmond,98052,1310
3.0,2.0,1750,3354,2.0,0.0,0.0,4.0,1750,0,1991,0,595000.0,Kirkland,98033,1750
3.0,2.0,1320,5750,1.5,0.0,0.0,5.0,1320,0,1918,0,660000.0,Seattle,98116,1320
4.0,2.0,2460,7350,2.0,0.0,0.0,3.0,2460,0,1989,0,347500.0,FederalWay,98023,2460
3.0,2.0,1240,10800,1.0,0.0,0.0,3.0,1240,0,1967,2010,297950.0,Renton,98058,1240
3.0,2.0,1260,7964,1.0,0.0,0.0,4.0,1260,0,1955,2009,245000.0,DesMoines,98148,1260
6.0,2.0,2820,15600,1.5,0.0,2.0,5.0,1970,850,1940,0,543200.0,Burien,98166,2820
3.0,2.0,1540,1614,3.0,0.0,0.0,3.0,1470,70,2008,0,413450.0,Seattle,98103,1540
3.0,2.0,1460,7700,1.0,0.0,0.0,3.0,1460,0,1979,2014,424500.0,Redmond,98052,1460
3.0,1.0,1390,16000,1.0,0.0,0.0,4.0,1390,0,1960,2001,230000.0,Algona,98001,1390
3.0,3.0,2640,4080,2.0,0.0,0.0,3.0,1840,800,1912,2000,930000.0,Seattle,98105,2640
3.0,2.0,1590,9620,1.0,0.0,0.0,3.0,1590,0,1988,2000,349000.0,Renton,98059,1590
4.0,2.0,1910,6960,1.5,0.0,0.0,5.0,1910,0,1941,0,835000.0,Seattle,98103,1910
3.0,3.0,2015,16807,2.0,1.0,4.0,3.0,2015,0,2007,0,988500.0,Burien,98166,2015
2.0,2.0,1110,957,2.0,0.0,0.0,3.0,930,180,2005,0,499000.0,Seattle,98119,1110
2.0,1.0,860,1277,2.0,0.0,0.0,3.0,860,0,2007,0,321950.0,Seattle,98144,860
3.0,2.0,2310,4729,2.0,0.0,0.0,3.0,2310,0,2011,0,494000.0,Kenmore,98028,2310
2.0,2.0,1020,1060,3.0,0.0,0.0,3.0,1020,0,2008,0,441750.0,Seattle,98103,1020
2.0,1.0,980,1179,2.0,0.0,0.0,3.0,980,0,2010,0,438000.0,Seattle,98119,980
3.0,2.0,1640,11050,1.0,0.0,0.0,4.0,1640,0,1972,0,352000.0,Renton,98059,1640
4.0,3.0,2790,10819,2.0,0.0,0.0,3.0,2790,0,1996,0,765000.0,Issaquah,98027,2790
4.0,2.0,1750,5500,1.5,0.0,0.0,5.0,1050,700,1926,0,460000.0,Seattle,98117,1750
4.0,1.0,1430,8355,1.5,0.0,0.0,4.0,1430,0,1983,0,224500.0,Auburn,98092,1430
3.0,2.0,1850,4597,2.0,0.0,0.0,3.0,1850,0,2003,0,254000.0,Covington,98042,1850
4.0,3.0,3750,11025,2.0,0.0,0.0,3.0,3750,0,1976,0,920000.0,Sammamish,98074,3750
4.0,2.0,2600,11951,2.0,0.0,0.0,3.0,2600,0,1988,2000,402500.0,FederalWay,98023,2600
3.0,2.0,1390,8700,1.0,0.0,3.0,4.0,840,550,1912,1989,280950.0,Renton,98057,1390
4.0,2.0,2260,7753,2.0,0.0,0.0,3.0,2260,0,1989,0,604000.0,Issaquah,98029,2260
4.0,2.0,2470,7447,2.0,0.0,0.0,3.0,2470,0,1984,0,565000.0,LakeForestPark,98155,2470
2.0,1.0,810,7980,1.0,0.0,0.0,1.0,810,0,1928,0,255000.0,Seattle,98146,810
4.0,2.0,1650,6000,1.0,0.0,0.0,5.0,1000,650,1959,0,445000.0,Seattle,98144,1650
2.0,1.0,720,18000,1.0,0.0,0.0,3.0,720,0,1950,2005,195000.0,Seattle,98178,720
3.0,2.0,1445,1606,2.0,0.0,0.0,3.0,1300,145,2003,0,387000.0,Issaquah,98027,1445
2.0,1.0,1840,3300,1.5,0.0,0.0,4.0,1130,710,1910,0,490000.0,Seattle,98107,1840
3.0,2.0,2100,5824,2.0,0.0,2.0,3.0,2100,0,1999,0,505000.0,Snoqualmie,98065,2100
3.0,2.0,1060,10464,1.0,0.0,0.0,4.0,1060,0,1973,0,303500.0,Kirkland,98034,1060
3.0,2.0,1500,6337,1.0,0.0,0.0,5.0,1500,0,1953,0,270000.0,Seattle,98125,1500
4.0,3.0,1970,7213,1.0,0.0,0.0,3.0,1170,800,1977,2004,323000.0,Renton,98058,1970
3.0,3.0,1410,1253,3.0,0.0,0.0,3.0,1410,0,2005,0,382000.0,Seattle,98103,1410
4.0,2.0,2190,14439,1.0,0.0,0.0,4.0,1180,1010,1977,0,280000.0,Auburn,98001,2190
3.0,2.0,1920,8075,1.0,0.0,0.0,4.0,1510,410,1969,0,260000.0,FederalWay,98023,1920
3.0,1.0,1160,8320,1.0,0.0,0.0,4.0,1160,0,1959,0,201500.0,Kent,98032,1160
4.0,2.0,2000,4000,1.5,0.0,0.0,5.0,1450,550,1926,0,536500.0,Seattle,98126,2000
4.0,3.0,2163,5883,2.0,0.0,0.0,3.0,2163,0,2006,0,248000.0,Algona,98001,2163
4.0,2.0,2840,6268,2.0,0.0,0.0,3.0,2840,0,1998,2006,580000.0,Kenmore,98028,2840
2.0,1.0,1150,4400,1.0,0.0,0.0,4.0,1150,0,1905,0,463000.0,Seattle,98112,1150
4.0,3.0,3100,3773,2.0,0.0,0.0,3.0,2000,1100,1919,1996,742500.0,Seattle,98122,3100
3.0,2.0,1420,14850,1.0,0.0,0.0,4.0,1020,400,1963,0,260000.0,Kent,98032,1420
4.0,2.0,1930,7452,1.0,0.0,0.0,3.0,1430,500,1984,0,312000.0,Kent,98031,1930
3.0,2.0,1660,10140,1.0,0.0,0.0,4.0,1370,290,1980,0,566000.0,Redmond,98052,1660
3.0,2.0,1400,7293,1.0,0.0,0.0,4.0,1400,0,1963,0,511555.0,Bellevue,98008,1400
4.0,2.0,2660,4000,2.0,0.0,0.0,3.0,2660,0,2001,0,583000.0,Redmond,98053,2660
4.0,2.0,2000,13300,1.0,0.0,0.0,4.0,1200,800,1968,0,290000.0,Auburn,98001,2000
4.0,2.0,2130,8078,1.0,0.0,0.0,4.0,1380,750,1977,0,311100.0,Renton,98055,2130
3.0,2.0,1352,1694,3.0,0.0,0.0,3.0,1352,0,2007,0,325000.0,Seattle,98125,1352
3.0,2.0,1750,11340,1.0,0.0,1.0,4.0,1300,450,1987,0,491300.0,Sammamish,98074,1750
5.0,2.0,2320,8100,1.0,0.0,0.0,4.0,1160,1160,1956,0,315000.0,Burien,98166,2320
4.0,2.0,1940,3784,2.0,0.0,0.0,3.0,1940,0,2003,0,330000.0,Renton,98058,1940
3.0,2.0,1410,4800,1.0,0.0,0.0,3.0,1410,0,1940,1996,481450.0,Seattle,98117,1410
3.0,1.0,1360,9948,1.0,0.0,0.0,3.0,1360,0,1977,2004,234950.0,BlackDiamond,98010,1360
3.0,2.0,1220,7250,1.0,0.0,0.0,3.0,1220,0,1962,2003,251000.0,NorthBend,98045,1220
4.0,3.0,3780,10308,2.0,0.0,0.0,3.0,3780,0,1999,0,833000.0,Sammamish,98075,3780
4.0,2.0,2330,14289,2.0,0.0,0.0,4.0,2330,0,1978,2000,542500.0,Bellevue,98007,2330
3.0,1.0,1030,6127,1.0,0.0,0.0,3.0,880,150,1947,2012,252500.0,Seattle,98125,1030
4.0,2.0,1930,9653,1.0,0.0,0.0,4.0,1930,0,1968,0,465000.0,FederalWay,98023,1930
3.0,2.0,2000,9202,2.0,0.0,0.0,4.0,2000,0,1992,0,225000.0,MapleValley,98038,2000
3.0,2.0,1690,9583,1.0,0.0,0.0,4.0,1690,0,1969,0,270000.0,Renton,98059,1690
3.0,2.0,1300,5413,1.5,0.0,0.0,3.0,1300,0,1925,1992,536000.0,Seattle,98115,1300
2.0,2.0,1150,6634,1.0,0.0,0.0,3.0,860,290,1940,1996,445000.0,Seattle,98115,1150
4.0,2.0,2310,7490,2.0,0.0,0.0,3.0,2310,0,1980,0,320000.0,Renton,98055,2310
4.0,4.0,2730,3047,2.0,0.0,0.0,3.0,2400,330,2006,0,769900.0,Seattle,98116,2730
3.0,2.0,1340,1384,3.0,0.0,0.0,3.0,1340,0,2008,0,376000.0,Seattle,98103,1340
3.0,2.0,998,904,2.0,0.0,0.0,3.0,798,200,2007,0,324000.0,Seattle,98117,998
5.0,3.0,3060,7015,1.0,0.0,0.0,5.0,1600,1460,1979,0,549900.0,Seattle,98146,3060
3.0,2.0,2130,6969,2.0,0.0,0.0,3.0,2130,0,2003,0,320000.0,MapleValley,98038,2130
4.0,2.0,2520,6000,1.0,0.0,0.0,3.0,1400,1120,1921,2007,875000.0,Seattle,98103,2520
4.0,1.0,1940,9533,1.0,0.0,0.0,3.0,1080,860,1962,2003,265000.0,Kent,98031,1940
3.0,2.0,1350,1250,3.0,0.0,0.0,3.0,1270,80,2006,0,394950.0,Seattle,98136,1350
4.0,2.0,2160,5298,2.5,0.0,0.0,4.0,2160,0,1902,0,842500.0,Seattle,98122,2160
3.0,2.0,1370,1350,2.0,0.0,0.0,3.0,1010,360,2007,0,368000.0,Seattle,98136,1370
4.0,2.0,2830,5000,2.0,0.0,0.0,3.0,2830,0,1995,0,885000.0,Seattle,98105,2830
3.0,2.0,2010,2287,2.0,0.0,0.0,3.0,1390,620,2014,0,453246.0,Issaquah,98029,2010
4.0,3.0,3300,12090,2.0,0.0,0.0,3.0,3300,0,1953,0,927000.0,ClydeHill,98004,3300
3.0,2.0,1720,7119,1.5,0.0,0.0,4.0,1720,0,1952,0,341000.0,Shoreline,98155,1720
1.0,1.0,810,2451,1.0,0.0,0.0,5.0,810,0,1941,0,235000.0,Seattle,98126,810
2.0,1.0,1220,2500,1.0,0.0,0.0,3.0,770,450,1910,2006,255000.0,Seattle,98126,1220
3.0,3.0,2170,12508,1.5,0.0,0.0,5.0,1650,520,1928,1970,876650.0,MercerIsland,98040,2170
2.0,1.0,910,4500,1.5,0.0,0.0,4.0,910,0,1906,1990,350000.0,Seattle,98118,910
4.0,2.0,2980,4930,2.0,0.0,0.0,3.0,2890,90,2000,0,750000.0,Bellevue,98006,2980
4.0,2.0,2120,4650,1.0,0.0,1.0,3.0,1190,930,1951,1994,582000.0,Seattle,98117,2120
3.0,2.0,2200,16921,2.0,0.0,0.0,3.0,2200,0,1987,2000,410000.0,MapleValley,98038,2200
4.0,2.0,1730,5500,1.0,0.0,0.0,5.0,1010,720,1943,0,360000.0,Seattle,98106,1730
3.0,1.0,990,8012,1.0,0.0,0.0,4.0,990,0,1966,0,225000.0,Renton,98058,990
4.0,2.0,3040,6887,2.0,0.0,0.0,3.0,3040,0,1999,0,647000.0,Sammamish,98074,3040
3.0,2.0,1370,8470,1.0,0.0,0.0,4.0,1370,0,1961,2001,185000.0,Auburn,98092,1370
4.0,2.0,1800,8623,1.0,0.0,0.0,4.0,1360,440,1980,0,522000.0,Kirkland,98033,1800
3.0,2.0,1720,5000,1.0,0.0,0.0,3.0,1720,0,1954,2014,770000.0,Seattle,98122,1720
3.0,1.0,980,6380,1.0,0.0,0.0,3.0,760,220,1941,1994,499950.0,Seattle,98115,980
3.0,2.0,2020,11358,1.0,0.0,0.0,4.0,1190,830,1956,0,465000.0,Kirkland,98033,2020
4.0,2.0,2350,11914,1.0,0.0,0.0,4.0,2350,0,1961,2001,850000.0,MercerIsland,98040,2350
4.0,2.0,3290,12329,1.5,0.0,0.0,4.0,3290,0,1968,0,947500.0,MercerIsland,98040,3290
5.0,2.0,2180,7813,2.0,0.0,0.0,3.0,2180,0,1986,0,302000.0,MapleValley,98038,2180
2.0,2.0,1290,1334,3.0,0.0,0.0,3.0,1290,0,2007,0,500000.0,Seattle,98107,1290
3.0,1.0,1460,9750,1.0,0.0,0.0,4.0,1460,0,1969,0,201000.0,Kent,98042,1460
2.0,1.0,1290,2828,2.0,0.0,0.0,3.0,1290,0,2008,0,265000.0,Redmond,98053,1290
4.0,2.0,2350,3150,1.5,0.0,0.0,4.0,1690,660,1910,0,870300.0,Seattle,98103,2350
3.0,1.0,1080,8100,1.0,0.0,0.0,4.0,1080,0,1955,2009,339000.0,Shoreline,98155,1080
4.0,2.0,2670,13463,2.0,0.0,0.0,4.0,2670,0,1989,0,690000.0,Issaquah,98029,2670
4.0,3.0,3680,5759,2.0,0.0,0.0,3.0,2840,840,2003,0,788000.0,Issaquah,98027,3680
3.0,2.0,1440,8040,1.0,0.0,0.0,3.0,960,480,1951,1994,315275.0,Seattle,98125,1440
4.0,2.0,1940,4800,1.0,0.0,0.0,5.0,1030,910,1922,1956,505000.0,Seattle,98122,1940
3.0,1.0,1280,9898,1.0,0.0,0.0,3.0,1280,0,1968,1997,368000.0,Woodinville,98072,1280
3.0,1.0,970,8580,1.0,0.0,0.0,3.0,970,0,1959,1989,156000.0,FederalWay,98003,970
4.0,3.0,2110,5000,1.5,0.0,2.0,4.0,1640,470,1930,0,610000.0,Seattle,98136,2110
2.0,2.0,1480,1369,3.0,0.0,0.0,3.0,1480,0,2009,0,420000.0,Redmond,98052,1480
2.0,1.0,700,10540,1.0,0.0,0.0,3.0,700,0,1953,0,192000.0,NormandyPark,98166,700
3.0,2.0,2700,6120,1.0,0.0,0.0,4.0,1350,1350,1962,0,910000.0,Seattle,98115,2700
4.0,3.0,2600,2750,1.5,0.0,0.0,3.0,1620,980,1936,0,840000.0,Seattle,98109,2600
2.0,2.0,1360,8100,1.0,0.0,0.0,3.0,860,500,1975,0,300000.0,Seattle,98177,1360
4.0,2.0,2780,6369,1.0,0.0,0.0,3.0,1590,1190,1978,0,505000.0,Kirkland,98034,2780
3.0,2.0,2620,8950,2.0,0.0,0.0,3.0,2620,0,1992,0,746000.0,Bellevue,98006,2620
3.0,2.0,1350,7620,1.0,0.0,0.0,5.0,1350,0,1941,0,211000.0,Burien,98166,1350
4.0,3.0,2400,3340,1.0,0.0,0.0,4.0,1200,1200,1964,0,675000.0,Seattle,98107,2400
4.0,2.0,2760,5000,1.5,0.0,0.0,5.0,1680,1080,1928,1970,734200.0,Seattle,98107,2760
4.0,2.0,1770,6000,2.0,0.0,0.0,5.0,1770,0,1911,1981,630000.0,Seattle,98199,1770
2.0,2.0,830,1333,2.0,0.0,0.0,3.0,830,0,2005,0,301500.0,Seattle,98136,830
2.0,2.0,980,895,2.0,0.0,0.0,3.0,670,310,2009,0,369000.0,Seattle,98116,980
3.0,2.0,1570,1433,3.0,0.0,0.0,3.0,1570,0,2010,0,635000.0,Seattle,98103,1570
4.0,3.0,3270,5187,2.0,0.0,0.0,3.0,3110,160,2014,0,1033888.0,Redmond,98052,3270
4.0,2.0,2160,6223,2.0,0.0,0.0,3.0,2160,0,2010,0,383000.0,MapleValley,98038,2160
4.0,4.0,3280,11000,2.0,0.0,0.0,3.0,2320,960,2008,0,1050000.0,Kirkland,98033,3280
4.0,2.0,3360,7685,2.0,0.0,0.0,3.0,3360,0,2001,0,455000.0,Renton,98058,3360
3.0,4.0,1810,1846,2.0,0.0,0.0,4.0,1440,370,2009,0,625000.0,Seattle,98122,1810
4.0,2.0,2740,7140,2.0,0.0,0.0,3.0,2740,0,1993,0,651000.0,Sammamish,98074,2740
3.0,3.0,3190,5283,2.0,0.0,0.0,3.0,3190,0,2007,0,757000.0,Issaquah,98029,3190
3.0,2.0,2350,10450,1.0,0.0,0.0,3.0,1390,960,1977,2004,460000.0,Kenmore,98028,2350
4.0,2.0,2510,8165,1.0,0.0,0.0,4.0,1610,900,1972,0,267345.0,FederalWay,98023,2510
2.0,2.0,1680,4950,1.0,0.0,0.0,3.0,1680,0,2006,0,530000.0,Redmond,98053,1680
3.0,2.0,1770,6610,1.0,0.0,0.0,4.0,960,810,1954,1979,449500.0,Shoreline,98133,1770
3.0,1.0,1090,7315,1.0,0.0,0.0,5.0,1090,0,1981,0,289000.0,Renton,98056,1090
5.0,2.0,3001,5710,2.0,0.0,0.0,3.0,3001,0,2006,0,373000.0,Kent,98030,3001
5.0,3.0,2450,4591,2.0,0.0,0.0,3.0,2450,0,1994,0,525000.0,Seattle,98117,2450
4.0,2.0,2250,7500,1.0,0.0,0.0,5.0,1200,1050,1956,0,550000.0,Bellevue,98005,2250
3.0,2.0,1240,7735,1.0,0.0,0.0,4.0,1240,0,1957,2001,523000.0,Bellevue,98008,1240
4.0,2.0,2260,6000,1.0,0.0,0.0,3.0,1430,830,1958,2004,628000.0,Seattle,98115,2260
4.0,2.0,2090,8164,1.0,0.0,0.0,4.0,1070,1020,1963,0,581000.0,Redmond,98052,2090
5.0,2.0,2020,7902,1.0,0.0,0.0,3.0,1220,800,1962,2003,245000.0,Seattle,98168,2020
3.0,2.0,1960,5000,1.0,0.0,0.0,5.0,980,980,1911,1984,415000.0,Seattle,98108,1960
3.0,2.0,1250,7500,1.0,0.0,0.0,3.0,1250,0,1967,2011,225000.0,Kent,98030,1250
3.0,2.0,1490,9600,1.0,0.0,0.0,4.0,1170,320,1987,0,287000.0,Duvall,98019,1490
6.0,3.0,2890,2370,2.5,0.0,0.0,3.0,2290,600,1906,2014,799200.0,Seattle,98102,2890
3.0,2.0,1680,2400,1.0,0.0,0.0,5.0,870,810,1922,1956,591000.0,Seattle,98122,1680
3.0,2.0,2030,8398,2.0,0.0,0.0,4.0,2030,0,1975,0,700000.0,Bellevue,98008,2030
3.0,2.0,1580,11750,1.0,0.0,0.0,4.0,1180,400,1951,1999,575000.0,Seattle,98118,1580
3.0,2.0,1780,6120,1.5,0.0,0.0,4.0,1390,390,1927,0,771000.0,Seattle,98122,1780
2.0,1.0,910,6232,1.0,0.0,0.0,3.0,910,0,1943,2002,155000.0,Seattle,98118,910
7.0,4.0,3440,8100,2.0,0.0,0.0,3.0,3440,0,1970,2014,550000.0,Seattle,98103,3440
3.0,2.0,1740,13750,2.0,0.0,0.0,4.0,1740,0,1975,0,645000.0,Bellevue,98008,1740
5.0,2.0,3400,8970,1.0,0.0,0.0,4.0,1700,1700,1959,0,464000.0,Shoreline,98133,3400
4.0,3.0,4400,16625,2.0,0.0,0.0,3.0,4400,0,2003,0,1050000.0,Sammamish,98075,4400
3.0,2.0,2010,14298,2.0,0.0,0.0,3.0,2010,0,1977,2004,350000.0,Vashon,98070,2010
3.0,2.0,1310,3880,1.0,0.0,0.0,3.0,1090,220,1956,2001,717000.0,Seattle,98117,1310
4.0,2.0,1950,12559,1.5,0.0,0.0,3.0,1950,0,1939,1969,225000.0,SeaTac,98188,1950
3.0,1.0,1040,6535,1.0,0.0,0.0,3.0,1040,0,1947,2012,225000.0,Seattle,98168,1040
3.0,2.0,1090,7200,1.0,0.0,0.0,3.0,1090,0,1968,1997,345000.0,Kirkland,98034,1090
2.0,1.0,650,5360,1.0,0.0,0.0,4.0,650,0,1931,0,230000.0,Seattle,98133,650
3.0,2.0,1480,6600,1.0,0.0,2.0,3.0,740,740,1943,2002,385000.0,Seattle,98146,1480
2.0,1.0,790,2640,1.0,0.0,0.0,3.0,790,0,1973,2013,90000.0,Kirkland,98034,790
4.0,2.0,3560,11119,1.0,0.0,2.0,3.0,2290,1270,1986,0,860000.0,Bellevue,98004,3560
4.0,2.0,3000,5548,2.0,0.0,0.0,3.0,3000,0,2006,0,675000.0,Newcastle,98056,3000
4.0,2.0,3490,7494,2.0,0.0,3.0,3.0,3490,0,2000,0,975000.0,Bellevue,98006,3490
3.0,2.0,2340,10495,1.0,0.0,0.0,4.0,2340,0,1967,0,780000.0,MercerIsland,98040,2340
3.0,2.0,1650,8254,1.0,0.0,0.0,5.0,1060,590,1951,0,370000.0,Shoreline,98155,1650
3.0,2.0,1940,5820,1.5,0.0,0.0,5.0,1150,790,1944,0,665000.0,Seattle,98107,1940
5.0,3.0,3410,9600,1.0,0.0,0.0,4.0,1870,1540,1968,0,675000.0,Redmond,98052,3410
3.0,1.0,1710,4050,1.5,0.0,0.0,3.0,1710,0,1909,2004,620000.0,Seattle,98103,1710
4.0,2.0,2740,4000,2.0,0.0,0.0,5.0,1930,810,1905,0,1105000.0,Seattle,98109,2740
3.0,3.0,1250,892,2.0,0.0,0.0,3.0,1040,210,2010,0,450000.0,Seattle,98116,1250
3.0,2.0,1690,8190,1.0,0.0,0.0,4.0,1690,0,1958,1972,530000.0,Bellevue,98005,1690
4.0,2.0,1950,13320,1.0,0.0,0.0,4.0,1370,580,1969,0,635000.0,Bellevue,98007,1950
5.0,2.0,2290,7125,1.0,0.0,0.0,3.0,1190,1100,1964,2000,580000.0,Bellevue,98008,2290
3.0,1.0,1090,8640,1.0,0.0,0.0,4.0,1090,0,1973,0,285000.0,Burien,98166,1090
3.0,1.0,1190,9486,1.0,0.0,0.0,4.0,1190,0,1953,1983,375000.0,NormandyPark,98166,1190
3.0,1.0,1440,5000,2.0,0.0,0.0,3.0,1440,0,1910,2006,560000.0,Seattle,98103,1440
4.0,2.0,2180,13529,1.0,0.0,0.0,3.0,1090,1090,1956,2001,405000.0,LakeForestPark,98155,2180
4.0,1.0,1410,6000,1.0,0.0,0.0,3.0,810,600,1925,2002,413000.0,Seattle,98126,1410
3.0,2.0,1950,8251,2.0,0.0,0.0,3.0,1950,0,1990,2009,287600.0,Auburn,98001,1950
3.0,1.0,1660,7210,1.0,0.0,0.0,3.0,1100,560,1963,2008,225000.0,Auburn,98001,1660
3.0,1.0,1390,12823,1.0,0.0,0.0,4.0,1390,0,1968,0,319000.0,Woodinville,98077,1390
3.0,2.0,1350,14200,1.0,0.0,0.0,3.0,1350,0,1989,0,322500.0,Duvall,98019,1350
3.0,2.0,1530,5401,1.0,0.0,0.0,4.0,1530,0,1937,0,570000.0,Seattle,98115,1530
3.0,2.0,1270,5112,1.0,0.0,0.0,3.0,1270,0,1950,2005,465000.0,Seattle,98115,1270
4.0,2.0,2140,6355,2.0,0.0,0.0,3.0,2140,0,2002,0,435000.0,Snoqualmie,98065,2140
3.0,4.0,2876,5086,2.0,0.0,0.0,3.0,2360,516,2007,0,525000.0,Woodinville,98072,2876
3.0,2.0,1580,1161,2.0,0.0,0.0,3.0,1010,570,2008,0,525000.0,Seattle,98112,1580
